通番	文番号	単語	標準ペルシア語１	意味１	標準ペルシア語２	意味２	標準ペルシア語3	意味３	標準ペルシア語４	意味４
5100	3010	کرد	کردن	（あることを）する						
5102	3010	کرد	کردن	（あることを）する						
5119	3013	کرد	کردن	（あることを）する						
3434	3024	کرد	کردن	（あることを）する						
3451	3027	کرد	کردن	（あることを）する						
1112	3028	کرد	کردن	（あることを）する						
1114	3029	کرد	کردن	（あることを）する						
5175	3032	کرد	کردن	（あることを）する						
1136	3033	کرد	کردن	（あることを）する						
1192	3039	کرد	کردن	（あることを）する						
1205	3040	کرد	کردن	（あることを）する						
3526	3042	کرد	کردن	（あることを）する						
3855	5003	کرد	کردن	（あることを）する						
3874	5009	کرد	کردن	（あることを）する						
3889	5014	کرد	کردن	（あることを）する						
3912	5022	کرد	کردن	（あることを）する						
3916	5023	کرد	کردن	（あることを）する						
3977	5037	کرد	کردن	（あることを）する						
1716	5038	کرد	کردن	（あることを）する						
3993	5042	کرد	کردن	（あることを）する						
1744	5044	کرد	کردن	（あることを）する						
4013	5047	کرد	کردن	（あることを）する						
4015	5048	کرد	کردن	（あることを）する						
4046	5054	کرد	کردن	（あることを）する						
5522	5065	کرد	کردن	（あることを）する						
2154	9006	کرد	کردن	（あることを）する						
2183	9010	کرد	کردن	（あることを）する						
5033	2058	کرد	کردن	（あることを）する						
4494	9025	کرد	کردن	（あることを）する						
2860	2010	کرد	کردن	（あることを）する						
2976	2026	کرد	کردن	（あることを）する						
2992	2030	کرد	کردن	（あることを）する						
3051	2036	کرد	کردن	（あることを）する						
3097	2043	کرد	کردن	（あることを）する						
3196	2054	کرد	کردن	（あることを）する						
3455	3027	کرد	کردن	（あることを）する						
3489	3033	کرد	کردن	（あることを）する						
4898	2024	کردم	کردن	（あることを）する						
5555	6008	کردم	کردن	（あることを）する						
2566	1027	کردم	کردن	（あることを）する						
2640	1032	کردم	کردن	（あることを）する						
4937	2035	کردم	کردن	（あることを）する						
5395	5018	کردم	کردن	（あることを）する						
5007	2051	کردم	کردن	（あることを）する						
2587	1029	کردن	کردن	（あることを）する						
2994	2030	کردن	کردن	（あることを）する						
5803	1006	کردن	کردن	（あることを）する						
2583	1029	کردن	کردن	（あることを）する						
2585	1029	کردن	کردن	（あることを）する						
5902	2021	کردن	کردن	（あることを）する						
700	2036	کردن	کردن	（あることを）する						
3101	2043	کردن	کردن	（あることを）する						
4966	2043	کردن	کردن	（あることを）する						
3200	2054	کردن	کردن	（あることを）する						
3731	4026	کردن	کردن	（あることを）する						
2660	1033	کردند	کردن	（あることを）する						
3502	3038	کردند	کردن	（あることを）する						
4532	10004	کردند	کردن	（あることを）する						
2828	2006	کرده	کردن	（あることを）する						
6302	2050	کرده	کردن	（あることを）する						
792	2052	کرده	کردن	（あることを）する						
796	2052	کرده	کردن	（あることを）する						
6227	5046	کرده	کردن	（あることを）する						
4391	9007	کرده	کردن	（あることを）する						
3447	3027	کردید	کردن	（あることを）する						
3026	2034	کردیم	کردن	（あることを）する						
4930	2035	کردیم	کردن	（あることを）する						
5563	6015	کن	کردن	（あることを）する						
5221	4004	کن	کردن	（あることを）する						
5231	4008	کن	کردن	（あることを）する						
5245	4014	کن	کردن	（あることを）する						
3959	5032	کن	کردن	（あることを）する						
5428	5036	کن	کردن	（あることを）する						
6061	5040	کن	کردن	（あることを）する						
5551	6006	کن	کردن	（あることを）する						
5557	6011	کن	کردن	（あることを）する						
4570	10013	کن	کردن	（あることを）する						
2478	1011	کنم	کردن	（あることを）する						
2643	1032	کنم	کردن	（あることを）する						
3445	3026	کنم	کردن	（あることを）する						
3953	5032	کنم	کردن	（あることを）する						
3957	5032	کنم	کردن	（あることを）する						
5341	4035	کنن	کردن	（あることを）する						
3805	4036	کنن	کردن	（あることを）する						
4526	10003	کنن	کردن	（あることを）する						
3508	3038	کنند	کردن	（あることを）する						
3510	3038	کنند	کردن	（あることを）する						
5594	7005	کنه	کردن	（あることを）する						
6120	7005	کنه	کردن	（あることを）する						
6222	2062	کنه	کردن	（あることを）する						
6055	5033	کنی	کردن	（あることを）する						
5152	3025	کنی	کردن	（あることを）する						
5163	3031	کنی	کردن	（あることを）する						
4599	10017	کنید	کردن	（あることを）する						
5760	10005	کنیم	کردن	（あることを）する						
5772	10013	کنیم	کردن	（あることを）する						
2867	2011	کنین	کردن	（あることを）する						
2927	2018	کنین	کردن	（あることを）する						
5197	3045	کنین	کردن	（あることを）する						
2601	1030	میکرد	کردن	（あることを）する						
6291	9001	میکرد	کردن	（あることを）する						
5718	9022	میکرد	کردن	（あることを）する						
5720	9022	میکرد	کردن	（あることを）する						
3351	3009	میکردند	کردن	（あることを）する						
4136	6002	میکردند	کردن	（あることを）する						
4507	10001	میکردند	کردن	（あることを）する						
2789	1056	میکند	کردن	（あることを）する						
5671	9008	میکنم	کردن	（あることを）する						
2204	9013	میکنم	کردن	（あることを）する						
4784	1055	میکنند	کردن	（あることを）する						
4212	6016	میکنه	کردن	（あることを）する						
4244	7003	میکنه	کردن	（あることを）する						
4772	1055	میکنه	کردن	（あることを）する						
708	2038	میکنه	کردن	（あることを）する						
3105	2044	میکنه	کردن	（あることを）する						
5132	3018	میکنه	کردن	（あることを）する						
1297	4007	میکنه	کردن	（あることを）する						
3619	4013	میکنه	کردن	（あることを）する						
5271	4022	میکنه	کردن	（あることを）する						
5305	4027	میکنه	کردن	（あることを）する						
4185	6012	میکنه	کردن	（あることを）する						
2005	7004	میکنه	کردن	（あることを）する						
4266	7006	میکنه	کردن	（あることを）する						
4272	7007	میکنه	کردن	（あることを）する						
712	2039	میکنه	کردن	（あることを）する						
742	2045	میکنه	کردن	（あることを）する						
1047	3019	میکنه	کردن	（あることを）する						
3686	4022	میکنه	کردن	（あることを）する						
3690	4022	میکنه	کردن	（あることを）する						
3694	4022	میکنه	کردن	（あることを）する						
3729	4026	میکنه	کردن	（あることを）する						
3738	4027	میکنه	کردن	（あることを）する						
3745	4027	میکنه	کردن	（あることを）する						
5311	4027	میکنه	کردن	（あることを）する						
4917	2029	میکنی	کردن	（あることを）する						
4919	2031	میکنی	کردن	（あることを）する						
5545	6005	میکنی	کردن	（あることを）する						
4821	2006	نکنی	کردن	（あることを）する						
4827	2007	نکنید	کردن	（あることを）する						
5972	3004	نکنین	کردن	（あることを）する						
4988	2048	نمیکنه	کردن	（あることを）する						
3155	2050	کره	کره	バター						
5982	3024	کره	کره	バター						
5155	3027	کره	کره	バター						
2411	1001	کس	کس	人						
2793	2001	کس	کس	人						
5852	1055	کشاورزانی	کشاورز	農夫						
5858	1055	کشاورزی	کشاورزی	農業						
4565	10011	کشته	کشتن	殺す						
2040	7008	میکشه	کشتن	殺す						
2124	8014	میکشه	کشتن	殺す						
3151	2050	کشک	کشک	乾燥乳漿						
4066	5059	بکشیم	کشیدن	引く						
1841	5061	بکشیم	کشیدن	引く						
1632	5022	کشد	کشیدن	引く						
859	2059	کشید	کشیدن	引く						
863	2060	کشید	کشیدن	引く						
1151	3035	کشید	کشیدن	引く						
1154	3036	کشید	کشیدن	引く						
1230	3043	کشید	کشیدن	引く						
3851	5002	کشید	کشیدن	引く						
1561	5008	کشید	کشیدن	引く						
1590	5014	کشید	کشیدن	引く						
1593	5014	کشید	کشیدن	引く						
2748	1054	کشیدن	کشیدن	引く						
1248	3047	غلاغه	کلاغ	からす						
929	2064	کلاغه	کلاغ	からす						
1518	4041	کلاغه	کلاغ	からす						
1119	3029	کله	کله	垂直に						
2600	1030	کمک	کمک	助け						
2614	1030	کمک	کمک	助け						
2618	1030	کمک	کمک	助け						
5610	8002	کنار	کنار	側〔わき〕						
4474	9021	کند	کندن	（地面を）掘る						
2448	1005	که	که	・・・であるということ						
6260	1005	که	که	・・・であるということ						
5800	1006	که	که	・・・であるということ						
2464	1008	که	که	・・・であるということ						
75	1009	که	که	・・・であるということ						
2508	1015	که	که	・・・であるということ						
2519	1018	که	که	・・・であるということ						
2523	1019	که	که	・・・であるということ						
2538	1021	که	که	・・・であるということ						
2546	1023	که	که	・・・であるということ						
177	1025	که	که	・・・であるということ						
6172	1029	که	که	・・・であるということ						
2620	1030	که	که	・・・であるということ						
5817	1030	که	که	・・・であるということ						
4704	1031	که	که	・・・であるということ						
2641	1032	که	که	・・・であるということ						
5825	1033	که	که	・・・であるということ						
4727	1034	که	که	・・・であるということ						
2673	1035	که	که	・・・であるということ						
2696	1042	که	که	・・・であるということ						
2714	1047	که	که	・・・であるということ						
2726	1051	که	که	・・・であるということ						
2758	1055	که	که	・・・であるということ						
2768	1055	که	که	・・・であるということ						
5859	1055	که	که	・・・であるということ						
6180	1055	که	که	・・・であるということ						
2849	2010	که	که	・・・であるということ						
2882	2013	که	که	・・・であるということ						
2928	2019	که	که	・・・であるということ						
4883	2021	که	که	・・・であるということ						
2960	2023	که	که	・・・であるということ						
4899	2024	که	که	・・・であるということ						
3001	2031	که	که	・・・であるということ						
3016	2032	که	که	・・・であるということ						
3084	2042	که	که	・・・であるということ						
6208	2050	که	که	・・・であるということ						
3172	2051	که	که	・・・であるということ						
782	2052	که	که	・・・であるということ						
5023	2058	که	که	・・・であるということ						
851	2059	که	که	・・・であるということ						
5052	2061	که	که	・・・であるということ						
3272	2062	که	که	・・・であるということ						
5092	3005	که	که	・・・であるということ						
3352	3009	که	که	・・・であるということ						
5115	3011	که	که	・・・であるということ						
1083	3026	که	که	・・・であるということ						
5164	3031	که	که	・・・であるということ						
3626	4015	که	که	・・・であるということ						
5255	4018	که	که	・・・であるということ						
5261	4018	که	که	・・・であるということ						
3650	4019	که	که	・・・であるということ						
3666	4020	که	که	・・・であるということ						
3799	4035	که	که	・・・であるということ						
6031	5002	که	که	・・・であるということ						
5353	5003	که	که	・・・であるということ						
6036	5008	که	که	・・・であるということ						
5369	5009	که	که	・・・であるということ						
3886	5014	که	که	・・・であるということ						
6049	5022	که	که	・・・であるということ						
5402	5023	که	که	・・・であるということ						
3946	5031	که	که	・・・であるということ						
6062	5046	که	که	・・・であるということ						
4040	5053	که	که	・・・であるということ						
4053	5057	که	که	・・・であるということ						
4058	5058	که	که	・・・であるということ						
6076	5060	که	که	・・・であるということ						
4091	5063	که	که	・・・であるということ						
6082	5063	که	که	・・・であるということ						
6233	6005	که	که	・・・であるということ						
6286	6016	که	که	・・・であるということ						
5576	6018	که	که	・・・であるということ						
4293	8002	که	که	・・・であるということ						
4298	8003	که	که	・・・であるということ						
4303	8004	که	که	・・・であるということ						
4313	8005	که	که	・・・であるということ						
2075	8007	که	که	・・・であるということ						
4321	8009	که	که	・・・であるということ						
5633	8010	که	که	・・・であるということ						
4341	8011	که	که	・・・であるということ						
4348	8012	که	که	・・・であるということ						
2117	8013	که	که	・・・であるということ						
4363	9001	که	که	・・・であるということ						
6245	9001	که	که	・・・であるということ						
4377	9004	که	که	・・・であるということ						
4394	9008	که	که	・・・であるということ						
4425	9014	که	که	・・・であるということ						
4430	9014	که	که	・・・であるということ						
4446	9017	که	که	・・・であるということ						
4455	9019	که	که	・・・であるということ						
6151	9019	که	که	・・・であるということ						
5706	9020	که	که	・・・であるということ						
4477	9022	که	که	・・・であるということ						
5723	9022	که	که	・・・であるということ						
5727	9024	که	که	・・・であるということ						
6157	10004	که	که	・・・であるということ						
5750	10005	که	که	・・・であるということ						
2315	10007	که	که	・・・であるということ						
5773	10014	که	که	・・・であるということ						
5997	3040	که	که	強意的表現						
4444	9016	که	که	強意的表現						
2369	10015	که	که	強意的表現						
3392	3015	کو	کو	どこ						
381	1051	کوبید	کوبیدن	たたく						
2342	10010	کوبید	کوبیدن	たたく						
3053	2036	کوبیدن	کوبیدن	たたく						
5032	2058	کور	کور	盲目の						
3488	3033	کور	کور	盲目の						
3689	4022	کور	کور	盲目の						
5310	4027	کور	کور	盲目の						
5389	5015	کویر	کویر	塩漠						
4350	8012	کی	کی	いつ						
6116	7005	کی	کی	که（だれ）の口語形						
4387	9006	کی	کی	که（だれ）の口語形						
2157	9007	کی	کی	که（だれ）の口語形						
6135	9012	کی	کی	که（だれ）の口語形						
2206	9014	کی	کی	که（だれ）の口語形						
3073	2040	کی	کی	که（だれ）の口語形						
3077	2040	کی	کی	که（だれ）の口語形						
4955	2041	کی	کی	که（だれ）の口語形						
3118	2046	کی	کی	که（だれ）の口語形						
3122	2046	کی	کی	که（だれ）の口語形						
4983	2047	کی	کی	که（だれ）の口語形						
1057	3021	کی	کی	که（だれ）の口語形						
1061	3021	کی	کی	که（だれ）の口語形						
3702	4023	کی	کی	که（だれ）の口語形						
3705	4023	کی	کی	که（だれ）の口語形						
3708	4023	کی	کی	که（だれ）の口語形						
3753	4028	کی	کی	که（だれ）の口語形						
3756	4028	کی	کی	که（だれ）の口語形						
2439	1005	کیسه ای	کیسه	袋						
1196	3040	کل	گاز	噛むこと						
5962	2062	گاز	گاز	噛むこと						
5740	10003	گاو	گاو	牛						
2324	10009	گاو	گاو	牛						
4584	10015	گاو	گاو	牛						
3597	4006	گچ	گچ	石灰						
2472	1010	بذار	گذاشتن	置く						
2525	1019	بذار	گذاشتن	置く						
185	1027	بذار	گذاشتن	置く						
38	1005	گذاشت	گذاشتن	置く						
836	2057	گذاشت	گذاشتن	置く						
1118	3029	گذاشت	گذاشتن	置く						
288	1033	گذاشتن	گذاشتن	置く						
4125	5067	گذاشتن	گذاشتن	置く						
4296	8002	گذاشتن	گذاشتن	置く						
2059	8004	گذاشتن	گذاشتن	置く						
6262	1033	گذاشته	گذاشتن	置く						
1444	4033	میذاره	گذاشتن	置く						
1458	4034	میذاره	گذاشتن	置く						
1263	4002	میذاره	گذاشتن	置く						
1267	4002	میذاره	گذاشتن	置く						
5910	2024	نذارین	گذاشتن	置く						
2853	2010	گذشت	گذشتن	（時が）過ぎる						
1940	6012	میگذره	گذشتن	（時が）過ぎる						
2051	8002	میگذشت	گذشتن	（時が）過ぎる						
5638	8010	گردن	گردن	首						
4093	5063	بگیرن	گرفتن	手に取る						
5963	2062	بگیره	گرفتن	手に取る						
493	2008	بگین	گرفتن	手に取る						
66	1007	گرفت	گرفتن	手に取る						
130	1015	گرفت	گرفتن	手に取る						
4867	2016	گرفت	گرفتن	手に取る						
5889	2016	گرفت	گرفتن	手に取る						
591	2022	گرفت	گرفتن	手に取る						
3465	3029	گرفت	گرفتن	手に取る						
1587	5014	گرفت	گرفتن	手に取る						
2631	1031	گرفتند	گرفتن	手に取る						
4156	6005	گرفته	گرفتن	手に取る						
3030	2035	گرفتو	گرفتن	手に取る						
4605	10019	گرفتی	گرفتن	手に取る						
4098	5064	میگیرن	گرفتن	手に取る						
1894	6004	میگیره	گرفتن	手に取る						
1209	3041	نمیگیره	گرفتن	手に取る						
3264	2061	گرگ	گرگ	狼						
968	3003	گرگ	گرگ	狼						
5087	3004	گرگ	گرگ	狼						
3358	3010	گرگ	گرگ	狼						
5116	3011	گرگ	گرگ	狼						
3395	3016	گرگ	گرگ	狼						
5130	3017	گرگ	گرگ	狼						
5993	3031	گرگ	گرگ	狼						
5193	3044	گرگ	گرگ	狼						
3653	4019	گرگ	گرگ	狼						
4536	10005	گرگ	گرگ	狼						
2307	10006	گرگ	گرگ	狼						
5766	10010	گرگ	گرگ	狼						
5792	10021	گرگ	گرگ	狼						
4648	1014	گرگه	گرگ	狼						
128	1015	گرگه	گرگ	狼						
4693	1031	گرگه	گرگ	狼						
4747	1041	گرگه	گرگ	狼						
2695	1042	گرگه	گرگ	狼						
2749	1054	گرگه	گرگ	狼						
2824	2006	گرگه	گرگ	狼						
2856	2010	گرگه	گرگ	狼						
2903	2016	گرگه	گرگ	狼						
2944	2022	گرگه	گرگ	狼						
4923	2031	گرگه	گرگ	狼						
3045	2036	گرگه	گرگ	狼						
3049	2036	گرگه	گرگ	狼						
3057	2037	گرگه	گرگ	狼						
3182	2052	گرگه	گرگ	狼						
3209	2056	گرگه	گرگ	狼						
5043	2059	گرگه	گرگ	狼						
6214	2059	گرگه	گرگ	狼						
6216	2059	گرگه	گرگ	狼						
3271	2062	گرگه	گرگ	狼						
3289	2062	گرگه	گرگ	狼						
5066	2062	گرگه	گرگ	狼						
976	3005	گرگه	گرگ	狼						
1013	3012	گرگه	گرگ	狼						
1041	3018	گرگه	گرگ	狼						
5154	3026	گرگه	گرگ	狼						
1103	3028	گرگه	گرگ	狼						
3577	4003	گرگه	گرگ	狼						
6012	4019	گرگه	گرگ	狼						
5303	4025	گرگه	گرگ	狼						
1427	4031	گرگه	گرگ	狼						
3773	4031	گرگه	گرگ	狼						
1442	4033	گرگه	گرگ	狼						
1480	4037	گرگه	گرگ	狼						
1507	4039	گرگه	گرگ	狼						
4312	8005	گرگه	گرگ	狼						
2083	8009	گرگه	گرگ	狼						
4327	8010	گرگه	گرگ	狼						
5639	8010	گرگه	گرگ	狼						
2111	8012	گرگه	گرگ	狼						
2265	9025	گرگه	گرگ	狼						
4284	8001	گرگی	گرگ	狼						
5685	9014	گرگی	گرگ	狼						
4503	10001	گرگی	گرگی	狼のような						
4915	2027	گریه	گریه	泣くこと						
2988	2028	گریه	گریه	泣くこと						
4916	2029	گریه	گریه	泣くこと						
2993	2030	گریه	گریه	泣くこと						
4918	2031	گریه	گریه	泣くこと						
4690	1030	گرده	گشتن	回る						
2881	2013	گشته	گشتن	回る						
2487	1011	میگردم	گشتن	回る						
4659	1020	میگردم	گشتن	回る						
4851	2012	نمی گشت	گشتن	回る						
4161	6005	نمیگردم	گشتن	回る						
5703	9019	بگو	گفتن	言う						
2066	8005	گف	گفتن	言う						
2080	8008	گف	گفتن	言う						
2107	8011	گف	گفتن	言う						
2112	8012	گف	گفتن	言う						
2115	8013	گف	گفتن	言う						
2164	9008	گف	گفتن	言う						
2185	9010	گف	گفتن	言う						
2199	9012	گف	گفتن	言う						
2216	9014	گف	گفتن	言う						
2224	9016	گف	گفتن	言う						
2228	9017	گف	گفتن	言う						
2231	9018	گف	گفتن	言う						
2234	9019	گف	گفتن	言う						
5700	9019	گف	گفتن	言う						
2242	9021	گف	گفتن	言う						
4466	9021	گف	گفتن	言う						
67	1007	گفت	گفتن	言う						
80	1010	گفت	گفتن	言う						
105	1012	گفت	گفتن	言う						
135	1016	گفت	گفتن	言う						
141	1018	گفت	گفتن	言う						
170	1023	گفت	گفتن	言う						
182	1026	گفت	گفتن	言う						
258	1031	گفت	گفتن	言う						
313	1036	گفت	گفتن	言う						
316	1037	گفت	گفتن	言う						
339	1043	گفت	گفتن	言う						
362	1048	گفت	گفتن	言う						
2814	2005	گفت	گفتن	言う						
2835	2006	گفت	گفتن	言う						
2840	2007	گفت	گفتن	言う						
2900	2015	گفت	گفتن	言う						
609	2024	گفت	گفتن	言う						
613	2025	گفت	گفتن	言う						
647	2029	گفت	گفتن	言う						
654	2031	گفت	گفتن	言う						
704	2037	گفت	گفتن	言う						
715	2040	گفت	گفتن	言う						
719	2040	گفت	گفتن	言う						
737	2044	گفت	گفتن	言う						
744	2046	گفت	گفتن	言う						
757	2049	گفت	گفتن	言う						
982	3005	گفت	گفتن	言う						
985	3005	گفت	گفتن	言う						
988	3006	گفت	گفتن	言う						
995	3008	گفت	گفتن	言う						
1009	3011	گفت	گفتن	言う						
1025	3014	گفت	گفتن	言う						
1028	3015	گفت	گفتن	言う						
1031	3016	گفت	گفتن	言う						
1042	3018	گفت	گفتن	言う						
1049	3020	گفت	گفتن	言う						
1069	3023	گفت	گفتن	言う						
1080	3025	گفت	گفتن	言う						
1125	3031	گفت	گفتن	言う						
1147	3034	گفت	گفتن	言う						
1238	3044	گفت	گفتن	言う						
1549	5005	گفت	گفتن	言う						
1555	5007	گفت	گفتن	言う						
1568	5010	گفت	گفتن	言う						
1575	5012	گفت	گفتن	言う						
1611	5017	گفت	گفتن	言う						
1614	5018	گفت	گفتن	言う						
1617	5019	گفت	گفتن	言う						
1620	5020	گفت	گفتن	言う						
1648	5025	گفت	گفتن	言う						
1672	5030	گفت	گفتن	言う						
1703	5036	گفت	گفتن	言う						
3987	5040	گفت	گفتن	言う						
1726	5041	گفت	گفتن	言う						
1776	5049	گفت	گفتن	言う						
1778	5049	گفت	گفتن	言う						
1837	5060	گفت	گفتن	言う						
1858	5064	گفت	گفتن	言う						
1862	5065	گفت	گفتن	言う						
4107	5065	گفت	گفتن	言う						
1872	5067	گفت	گفتن	言う						
4463	9020	گفت	گفتن	言う						
2310	10006	گفت	گفتن	言う						
2350	10012	گفت	گفتن	言う						
2364	10014	گفت	گفتن	言う						
2392	10018	گفت	گفتن	言う						
2402	10020	گفت	گفتن	言う						
2633	1031	گفتن	گفتن	言う						
487	2007	گفتن	گفتن	言う						
526	2012	گفتن	گفتن	言う						
532	2013	گفتند	گفتن	言う						
2893	2015	گفتند	گفتن	言う						
579	2019	گفتند	گفتن	言う						
2018	7005	گفته	گفتن	言う						
3011	2031	گفتیم	گفتن	言う						
3330	3004	میگفت	گفتن	言う						
3332	3004	میگفت	گفتن	言う						
1770	5048	میگفت	گفتن	言う						
2132	9002	میگفتن	گفتن	言う						
1314	4011	میگم	گفتن	言う						
70	1008	میگه	گفتن	言う						
1285	4004	میگه	گفتن	言う						
1288	4005	میگه	گفتن	言う						
1301	4008	میگه	گفتن	言う						
1304	4009	میگه	گفتن	言う						
1308	4010	میگه	گفتن	言う						
1330	4014	میگه	گفتن	言う						
1333	4015	میگه	گفتن	言う						
1360	4018	میگه	گفتن	言う						
1363	4019	میگه	گفتن	言う						
1370	4019	میگه	گفتن	言う						
1394	4022	میگه	گفتن	言う						
1397	4023	میگه	گفتن	言う						
1400	4024	میگه	گفتن	言う						
1414	4027	میگه	گفتن	言う						
1417	4028	میگه	گفتن	言う						
1420	4029	میگه	گفتن	言う						
1439	4032	میگه	گفتن	言う						
1900	6005	میگه	گفتن	言う						
1909	6006	میگه	گفتن	言う						
1921	6008	میگه	گفتن	言う						
1924	6009	میگه	گفتن	言う						
1929	6011	میگه	گفتن	言う						
1954	6014	میگه	گفتن	言う						
1962	6015	میگه	گفتن	言う						
1971	6016	میگه	گفتن	言う						
1974	6017	میگه	گفتن	言う						
1387	4020	میگویه	گفتن	言う						
6008	4016	گل	گل	花						
5207	4001	گل خربیزک	گلخربیزک	ゴル・ハルビーザク						
3637	4016	گل خربیزک	گلخربیزک	ゴル・ハルビーザク						
5580	7001	گنبد	گنبد	丸屋根						
4888	2022	گنجه	گنجه	食器棚						
5816	1030	گوسفندائی	گوسفند	羊						
4295	8002	گوشت	گوشت	肉						
6125	8010	گوشت	گوشت	肉						
2095	8011	گوشت	گوشت	肉						
3023	2033	گول	گول	だますこと						
3378	3012	گول	گول	だますこと						
5190	3044	گول	گول	だますこと						
5194	3045	گول	گول	だますこと						
3775	4031	گول	گول	だますこと						
2952	2022	لالو	لالو	لابلاと同義						
480	2006	لونه	لانه	巣						
5074	3002	لونه	لانه	巣						
5129	3017	لونه	لانه	巣						
4486	9023	لباس	لباس	服						
3670	4020	لقد	لگد	蹴ること						
3675	4021	لقد	لگد	蹴ること						
3677	4021	لقد	لگد	蹴ること						
3730	4026	لقد	لگد	蹴ること						
4705	1031	ما	ما	私たち						
4814	2006	ما	ما	私たち						
5877	2008	ما	ما	私たち						
4845	2012	ما	ما	私たち						
6188	2015	ما	ما	私たち						
5896	2019	ما	ما	私たち						
3010	2031	ما	ما	私たち						
6202	2031	ما	ما	私たち						
3021	2033	ما	ما	私たち						
675	2034	ما	ما	私たち						
3305	2064	ما	ما	私たち						
3311	2065	ما	ما	私たち						
5096	3006	ما	ما	私たち						
3550	3046	ما	ما	私たち						
1264	4002	ما	ما	私たち						
6014	4022	ما	ما	私たち						
6016	4022	ما	ما	私たち						
6018	4022	ما	ما	私たち						
6024	4027	ما	ما	私たち						
6026	4027	ما	ما	私たち						
6028	4027	ما	ما	私たち						
3830	4041	ما	ما	私たち						
4818	2006	مادر	مادر	母						
4824	2007	مادر	مادر	母						
5876	2008	مادر	مادر	母						
2868	2011	مادر	مادر	母						
4844	2012	مادر	مادر	母						
6187	2015	مادر	مادر	母						
3341	3005	مادر	مادر	母						
5095	3006	مادر	مادر	母						
5222	4005	مادر	مادر	母						
940	2065	ماست	ماست	ヨーグルト						
5941	2050	ماستی	ماست	ヨーグルト						
4549	10009	مال	مال	財産						
4551	10009	مال	مال	財産						
4553	10009	مال	مال	財産						
557	2016	مالید	مالیدن	こする						
4865	2016	مالید	مالیدن	こする						
5895	2019	مامان	مامان	ママ						
6201	2031	مامان	مامان	ママ						
5232	4009	مامان	مامان	ママ						
5234	4010	مامان	مامان	ママ						
3614	4012	مامان	مامان	ママ						
5246	4015	مامان	مامان	ママ						
269	1032	موندم	ماندن	留まる						
1451	4033	میمونه	ماندن	留まる						
5344	4036	مانند	مانند	似ている						
5642	8011	ماه	ماه	月						
5646	8012	ماه	ماه	月						
3517	3040	مثل	مثل	類似						
5342	4036	مثل	مثل	類似						
5490	5060	مثل	مثل	類似						
5590	7005	مثلاً	مثلا	例えば						
1829	5060	مجروح	مجروح	負傷した						
2656	1033	محتوی	محتوی	内容						
1711	5037	محکم	محکم	強い						
5764	10010	محکمی	محکم	強い						
1879	6002	مدت ها	مدت	期間						
4188	6012	مدت ها	مدت	期間						
4831	2010	مدتی	مدت	期間						
2918	2017	مرتبه	مرتبه	度、回						
2996	2030	مرتبه	مرتبه	度、回						
3020	2033	مرتبه	مرتبه	度、回						
5791	10021	مردن	مردن	死ぬ						
2555	1023	میمیرم	مردن	死ぬ						
1509	4039	میمیره	مردن	死ぬ						
5544	6005	مریض	مریض	病気の						
6117	7005	مزاحم	مزاحم	面倒な						
59	1006	مسافتی	مسافت	距離						
5763	10010	مشتِ	مشت	こぶし						
2321	10008	مشکلی	مشکل	困難な						
2332	10009	مشکلی	مشکل	困難な						
4583	10015	مشکلی	مشکل	困難な						
5780	10014	مشهور	مشهور	有名な						
5944	2051	مصیبتی	مصیبت	災難						
5798	1005	مقداری	مقداری	量の						
6256	10004	مقرّ	مقر	住所						
3901	5019	مگر	مگر	まさか・・・とは						
3923	5025	مگه	مگر	まさか・・・とは						
2465	1008	من	من	私						
76	1009	من	من	私						
83	1011	من	من	私						
2488	1011	من	من	私						
2520	1018	من	من	私						
2526	1019	من	من	私						
2552	1023	من	من	私						
186	1027	من	من	私						
2623	1031	من	من	私						
4700	1031	من	من	私						
4703	1031	من	من	私						
261	1032	من	من	私						
2816	2006	من	من	私						
2818	2006	من	من	私						
2820	2006	من	من	私						
4817	2006	من	من	私						
4839	2011	من	من	私						
4841	2011	من	من	私						
4843	2011	من	من	私						
4871	2018	من	من	私						
4873	2018	من	من	私						
4875	2018	من	من	私						
2964	2024	من	من	私						
5912	2025	من	من	私						
5914	2025	من	من	私						
5916	2025	من	من	私						
5918	2026	من	من	私						
5920	2026	من	من	私						
5922	2026	من	من	私						
4952	2040	من	من	私						
4954	2040	من	من	私						
4958	2041	من	من	私						
6271	2041	من	من	私						
6273	2041	من	من	私						
3085	2042	من	من	私						
3089	2042	من	من	私						
4980	2046	من	من	私						
4982	2046	من	من	私						
4986	2047	من	من	私						
6275	2047	من	من	私						
6277	2047	من	من	私						
3131	2049	من	من	私						
3135	2049	من	من	私						
3175	2051	من	من	私						
783	2052	من	من	私						
3188	2052	من	من	私						
5009	2052	من	من	私						
3340	3005	من	من	私						
3389	3014	من	من	私						
5981	3019	من	من	私						
3416	3021	من	من	私						
3418	3021	من	من	私						
5138	3022	من	من	私						
3421	3023	من	من	私						
1084	3026	من	من	私						
5186	3040	من	من	私						
5217	4004	من	من	私						
5219	4004	من	من	私						
5223	4005	من	من	私						
5227	4008	من	من	私						
5229	4008	من	من	私						
5233	4009	من	من	私						
5235	4010	من	من	私						
3615	4012	من	من	私						
5241	4014	من	من	私						
5243	4014	من	من	私						
5247	4015	من	من	私						
5258	4018	من	من	私						
5260	4018	من	من	私						
3662	4019	من	من	私						
